,1,key,labels,0
251,-4.923049,6294395598,1,0.12644391
252,-4.565698,6703325007,1,0.29548526
253,9.970339,4744186378,3,0.79859465
254,-5.572275,6983617012,3,0.7240446
255,15.254424,5169130037,0,0.6396812
256,15.062558,3971520054,0,0.5633423
257,7.5343847,3205704566,0,0.58348054
258,-0.58788097,5004808289,4,0.7052033
259,0.9750408,5897095616,1,0.15679602
260,-7.672704,2417953794,1,0.13998237
261,-5.483376,9829689406,1,0.19904792
262,-6.614832,5894516260,1,0.10979221
263,-6.870606,10517622538,1,0.049642786
264,-0.94152725,2947823463,2,0.36964038
265,0.10202943,2245272176,4,0.69703245
266,-0.9831855,4903728171,4,0.69364756
267,-6.6701484,9318777114,5,0.8867958
268,6.876363,5280947674,1,0.17882948
269,2.3357904,7339146778,1,0.25489405
270,-5.5447073,9437548380,1,0.05774689
271,6.256936,707352338,2,0.21719433
272,13.49048,8526031898,0,0.62023556
273,9.631704,10616612067,3,0.6736166
274,-4.653675,4602916500,2,0.47206056
275,-0.39670813,8791453136,2,0.32650697
276,11.552857,2911928652,3,0.7633809
277,9.323461,10488023547,3,0.6710586
278,9.285058,2424385638,3,0.71397084
279,8.998039,6081208403,5,0.930384
280,14.776616,3604923760,0,0.6647438
281,8.375112,5443068314,5,0.91081655
282,-0.8139339,6433084661,1,0.113863625
283,-6.7380195,4214396113,1,0.00823876
284,-6.3540664,8412881429,2,0.4126734
285,5.852354,8824115374,3,0.50933087
286,-12.506054,6592623516,2,0.41194844
287,-5.29638,5567716544,1,0.28793833
288,-6.70485,9963402796,1,0.072935894
289,13.820769,1095572344,0,0.5632977
290,-7.1292677,8398631394,4,0.8687982
291,6.710862,8258960130,2,0.17204417
292,0.5879804,9557144523,1,0.08630982
293,1.7874197,6079503031,4,0.60841876
294,0.66338265,5293103318,2,0.3833456
295,-9.767487,5663786937,4,0.59823734
296,-2.7196174,1729041585,2,0.58448124
297,-2.491735,9955050263,1,0.18594062
298,-7.9688983,9828985097,1,0.07015024
299,-2.8070886,3962483535,3,0.52318436
300,-10.102046,10093248752,1,0.26785785
301,9.324723,3299082053,5,0.96793944
302,1.2970359,8248852478,5,0.960645
303,0.9208986,4882283056,1,0.13209361
304,-9.905228,10356192081,1,0.17246579
305,0.28064948,6693104034,1,0.31714958
306,12.678529,10628971402,5,0.9739125
307,-5.193294,9824598409,1,0.101149514
308,8.009215,8820392026,5,0.92057043
309,10.749476,8530782145,3,0.7187176
310,4.085742,4365999336,1,0.18504871
311,7.5395036,9966074070,2,0.19932587
312,6.2879567,8642308826,2,0.26720142
313,-7.15512,4328395465,1,0.2213128
314,8.250543,6485893672,5,0.92987365
315,-1.891983,3996522053,4,0.6807433
316,-7.28825,9958868373,2,0.74493515
317,14.509012,7756041988,3,0.83566386
318,4.1000433,6957316844,5,0.935834
319,-6.3590293,7527856739,4,0.8688637
320,-8.168114,8785627169,4,0.77689344
321,-7.9461308,9310953820,4,0.7463991
322,7.101826,5048329172,3,0.83484983
323,-9.742065,10485462775,2,0.36401868
324,-8.301369,9347493896,4,0.8416715
325,-6.011119,7778544170,1,0.064563975
326,-9.457298,8250848268,1,0.18166
327,16.202707,2933811323,0,0.60071975
328,4.3321447,6813266775,2,0.41099063
329,-6.116168,7218379720,1,0.13590251
330,14.931413,5963750722,0,0.6531973
331,17.09476,5806732299,0,0.5766828
332,11.926815,6048227372,5,0.87997055
333,-7.721211,3208979900,1,0.10969778
334,-7.368891,8784485183,2,0.48601282
335,6.2258115,8279162913,3,0.6755445
336,-7.845642,3330464470,4,0.87969285
337,-5.600113,2423182115,1,0.07507808
338,5.614895,1223649382,5,0.90515566
339,18.766548,8963330413,0,0.65024555
340,-6.332589,9998758120,2,0.33085734
341,-5.931915,8814858123,1,0.09944229
342,14.304711,6213304426,0,0.6609039
343,2.71619,4654240322,1,0.23402323
344,-6.1472,8403252796,3,0.4883802
345,-9.756894,9851913338,1,0.08243068
346,12.188309,7622376358,0,0.48037443
347,18.005726,3583830228,0,0.5999996
348,-9.760968,1366311355,4,0.7669404
349,5.9871135,7360702278,5,0.94309354
350,-0.8142301,6996661467,4,0.6720496
351,-13.368548,1093134581,2,0.4782352
352,-1.1723375,6942491818,4,0.9698713
353,14.096944,4517889620,3,0.7468848
354,11.361863,7141174716,0,0.50227636
355,-3.2562792,4524811602,3,0.51299125
356,10.559273,7742666278,0,0.41706526
357,-5.6353683,3060281832,1,0.020944709
358,0.0017016771,4229135046,4,0.8218588
359,-6.839231,8544607727,5,0.8854764
360,3.2280488,6573891899,1,0.13103972
361,-8.449705,7211809164,1,0.18718898
362,-11.099649,9431226994,1,0.1551064
363,-4.5348916,6684639310,1,0.028061016
364,-9.740113,4115374708,3,0.54115206
365,-4.3055987,9863439477,2,0.5152951
366,15.174084,8931316409,0,0.7125089
367,-5.057102,1341343011,1,0.1458354
368,11.885381,6997886988,0,0.49988848
369,-8.084244,3959792107,1,0.23638156
370,2.1685889,4478194863,2,0.5113586
371,-9.705398,8417846954,2,0.40285426
372,8.186124,7335907198,2,0.3842261
373,-1.3726419,2932504641,4,0.66280174
374,-8.018938,3569066058,4,0.8179903
375,-8.201188,9699682383,2,0.36066738
376,-9.180496,10237882346,1,0.066443644
377,-7.5960736,7097083628,2,0.45538625
378,-12.6056595,7355638493,1,0.15043965
379,13.606122,8123551500,3,0.8414635
380,11.97336,5043767935,5,0.881998
381,8.441101,8390900107,3,0.71750706
382,-5.9463587,9324540284,4,0.6785751
383,-10.840342,8414644419,2,0.42716804
384,3.479253,3198607725,4,0.6669154
385,16.937489,8546810187,0,0.6370207
386,-4.055659,6478194340,1,0.1054542
387,-3.0771012,825658618,2,0.4384077
388,-5.895596,1986223397,1,0.15197411
389,-1.0781052,4515193283,3,0.9370597
390,-7.816403,4092485539,2,0.5619771
391,5.7763987,6732550644,3,0.73514456
392,-10.341217,4521544938,2,0.5021627
393,3.9683704,5644431551,2,0.37760264
394,6.9527903,2389333777,0,0.5858921
395,-11.280356,2940259719,1,0.13497485
396,-9.650033,8557961045,4,0.64862955
397,3.1313627,2536494191,4,0.6245613
398,-4.6436505,4093464536,4,0.65699553
399,6.303817,4249254203,2,0.20238127
400,-6.9786506,8781272653,2,0.38273478
401,-7.4196806,6676934919,2,0.5086261
402,-6.5129642,8399269417,4,0.8554173
403,-11.69865,4731331247,1,0.09621771
404,-0.73937577,2265809073,4,0.76628107
405,4.2643576,8039544859,2,0.57157075
406,-5.8430333,4762931441,2,0.58880043
407,-9.487549,5675141751,2,0.3552826
408,-2.4766572,2549187936,2,0.43021497
409,-5.364858,6737831854,2,0.63990116
410,-0.3768008,5266217589,4,0.67955446
411,5.106557,10482891893,2,0.58291066
412,14.28617,8532063034,3,0.72967815
413,7.2159348,5556575799,5,0.87121785
414,10.220292,4381689780,5,0.87100613
415,3.298657,7003086435,1,0.10042761
416,-9.277619,8783762445,1,0.1614008
417,-9.479237,9708810521,1,0.07430078
418,-3.0225809,3185230317,1,0.27992132
419,10.525187,6352815123,3,0.8289649
420,-5.5435104,1632460137,2,0.5451805
421,-3.7349367,5938727153,3,0.504031
422,12.154041,5536844993,3,0.72663265
423,-8.2592,9703766961,1,0.03719102
424,7.231257,10009385179,3,0.80204374
425,0.97383994,4123051987,2,0.4020865
426,-14.21119,9573941363,2,0.48135033
427,-10.768151,3840273949,2,0.37514213
428,16.542517,5164097188,0,0.62986547
429,-8.748893,5551712108,1,0.031667046
430,-6.775443,10235963161,1,0.20336477
431,3.160354,6740348373,2,0.2922596
432,12.258662,7653446424,5,0.9672277
433,-6.8633404,8393499877,4,0.7885564
434,10.543928,6820920575,5,0.9708506
435,2.7306433,10482258984,2,0.49556422
436,-10.05468,6697507607,4,0.8506823
437,-11.731193,3865338819,2,0.34903535
438,6.603334,3065612188,2,0.38246432
439,-9.102011,9709524826,1,0.09844167
440,3.2882848,1634260594,5,0.8329911
441,0.03927157,7080675039,5,0.9763363
442,5.619076,3700033710,3,0.72058207
443,5.393054,5160599362,5,0.93387866
444,4.673138,7744285203,2,0.4765752
445,-4.8880844,10100296384,2,0.53225005
446,9.27953,6701363283,3,0.808708
447,2.7507405,10515710293,2,0.4774465
448,6.232085,2796845005,3,0.58765864
449,8.747346,3178669882,3,0.7480929
450,4.0908465,961933019,2,0.42910293
451,10.898204,4127531933,5,0.89681065
452,18.8045,3986224736,0,0.55601794
453,-1.5910945,8123452687,2,0.94438654
454,15.098676,7741962259,0,0.6058707
455,10.406701,2821112214,3,0.7325666
456,-9.046219,9162405330,1,0.0480112
457,15.425973,4629192369,0,0.5861914
458,-16.365992,12746437136,2,0.43772197
459,-1.8368771,7368995476,4,0.7302917
460,-12.731278,1110407059,2,0.4964693
461,19.14164,3326556428,0,0.5542502
462,9.248282,4258681177,3,0.78041
463,-3.8784943,3460797488,1,0.18778223
464,1.488686,4373264253,1,0.21186242
465,6.563034,6682083614,2,0.20344338
466,12.109603,2784721368,0,0.5539156
467,-0.4250061,10511525487,1,0.2122711
468,-15.304386,8408233749,2,0.4574382
469,-8.149267,9314144415,1,0.12912548
470,-6.3214645,3558792591,2,0.5893964
471,-1.041532,7868086360,1,0.18048702
472,-4.1161346,8119715752,2,0.32091963
473,5.452279,5702085183,3,0.73112714
474,12.150646,8430516825,3,0.6665993
475,4.763484,6352192009,1,0.17248583
476,17.389206,7501449783,0,0.596387
477,-5.9743037,8911773665,2,0.33436674
478,2.585653,5794917482,4,0.8166861
479,-3.284341,6170405924,2,0.30710942
480,3.3687525,2931255591,2,0.4871595
481,6.5653,6710917731,3,0.7303042
482,1.7957824,1485304562,5,0.86924136
483,10.532538,1364417176,3,0.52294475
484,2.7097187,6835455359,3,0.79505193
485,6.7232685,6840582068,5,0.94530195
486,-11.008092,6825901038,1,0.20127195
487,17.600128,6994124856,0,0.6270489
488,0.9470995,6315319774,4,0.77516013
489,-3.2030807,8393594777,3,0.8028933
490,11.296812,4256205342,3,0.7779018
491,-4.969687,4496608976,2,0.5562496
492,-5.43685,9571969301,2,0.3661339
493,-4.4196744,7644187525,1,0.24511126
494,-7.4222345,3828187702,1,0.034752894
495,5.2167454,3993083782,2,0.24292463
496,-9.431833,9999297980,3,0.71628875
497,-7.4416256,9964701108,4,0.8039912
498,-3.2531483,3848037657,2,0.35959998
499,-10.67239,8812446621,2,0.33357653
500,-6.116796,7855384418,1,0.050001297
501,0.00866874,3462971544,1,0.30196294
502,-1.3087689,7859857687,4,0.98432165
503,5.5027914,10753049108,2,0.41225874
504,-6.9387784,7069744740,1,0.25680336
505,-7.229445,2294498826,2,0.54711926
506,-4.603248,10093891903,2,0.40835726
507,0.14062777,4116755788,4,0.7261074
508,-10.128132,7130302514,1,0.2122909
509,7.8255067,6575264610,2,0.1924153
510,0.7820971,6964335481,5,0.9693414
511,-1.3383428,10129167654,2,0.39338303
512,14.1869545,7779117858,3,0.82441866
513,12.376315,7011955066,0,0.5022952
514,-4.395401,5524901044,1,0.06582122
515,6.0923643,8797070132,5,0.96137905
516,-3.0604708,9341815769,3,0.8050196
517,6.448881,3707833463,2,0.26258856
518,-3.0548775,2425108497,2,0.36352926
519,7.7568955,2805209103,2,0.5337055
520,0.52725804,10220581620,4,0.614851
521,-12.5493145,6459561755,2,0.42415074
522,-1.3432803,8381376430,4,0.6228757
523,-3.0667007,11676746641,2,0.419655
524,12.564278,8039412736,3,0.7881142
525,-5.516635,9182976198,1,0.035216745
526,7.841326,5165756464,3,0.7211228
527,5.358662,2936217657,3,0.5544461
528,16.738783,4379733008,0,0.5713325
529,11.817354,5540272523,3,0.79686284
530,-7.263614,5373807371,2,0.42884403
531,2.8983164,5820420046,1,0.18663475
532,4.580264,3046997699,1,0.34311587
533,-10.045119,6828022189,4,0.8501722
534,-1.3245074,8123983871,4,0.96445614
535,-5.427219,1616484319,1,0.19828764
536,5.805675,3161517934,2,0.36585903
537,21.26446,4368804541,0,0.6079657
538,-5.364874,8423107212,4,0.8708894
539,5.9969664,4375105456,2,0.27239177
540,-4.7679076,6682115771,2,0.4337201
541,3.7296271,5142368382,5,0.87893164
542,-3.8537476,4219738237,3,0.7794362
543,11.941397,9849502070,5,0.9954971
544,-11.163715,1869805822,2,0.578053
545,-8.057043,1377154931,1,0.20485272
546,-7.271928,10640533153,1,0.02546551
547,13.635079,8930671810,0,0.6933138
548,-7.3353243,6987455331,4,0.80082583
549,-3.2146678,9559681466,1,0.044282086
550,-1.7541758,7376031136,4,0.73510027
551,-13.112263,4911866946,2,0.46304873
552,4.213209,4898633571,3,0.7826523
553,-7.4088855,8666575748,4,0.85942715
554,2.1393325,9173334010,1,0.15515018
555,-7.1094885,6023729096,2,0.51925075
556,-7.383308,9708804036,4,0.6675827
557,11.619589,1237729423,0,0.59245235
558,4.207967,8248197472,2,0.21440634
559,-3.4406698,9838670085,1,0.24813274
560,6.0622683,3069449135,2,0.4162213
561,13.994634,1995207487,0,0.5822413
562,8.917752,2907551680,5,0.9635079
563,5.6941123,6960878568,2,0.16004135
564,-3.4320912,3209480408,2,0.27493533
565,-7.877709,7863117749,1,0.047706787
566,7.6241326,6734967218,4,0.6127122
567,-1.3209306,7345027058,2,0.32385868
568,17.522808,3195539428,0,0.55026984
569,-7.1437807,7122455171,1,0.08061212
570,0.6902541,3983662211,4,0.70757425
571,1.0389351,4919705408,4,0.79325694
572,15.886919,7881419787,0,0.61899364
573,1.5584911,10253707124,2,0.29382876
574,5.380575,5947167642,3,0.7585114
575,-6.1876082,2947288971,2,0.42971808
576,-8.907744,3036002862,2,0.37973872
577,-4.544868,9075527319,1,0.17622456
578,-4.2577896,2787804808,2,0.41753733
579,19.118235,2028358300,0,0.566147
580,10.339118,4362325567,2,0.38506562
581,4.943898,5765296281,1,0.16723928
582,7.391177,2817208706,2,0.3792003
583,12.890458,8423260448,0,0.68405044
584,16.462158,4521101708,0,0.61292404
585,2.640964,1996369620,2,0.42945093
586,-10.884213,9294192632,2,0.4669216
587,-10.791879,5436253662,4,0.80140865
588,-13.539504,4758851598,2,0.3778385
589,6.956213,7390494802,5,0.8995835
590,-10.973675,5301258772,4,0.7954982
591,-5.0752163,3937466377,1,0.22689414
592,-5.526492,2903682828,3,0.50136155
593,-7.5834494,10133126655,1,0.05636872
594,6.631304,7260641959,3,0.6867956
595,-3.68176,10115023013,2,0.28320143
596,11.09456,3851039655,0,0.41708577
597,4.4739337,8691022818,5,0.9381564
598,13.983004,8173575692,3,0.6769938
599,17.863813,7745203233,0,0.6832572
600,-4.488098,1473145825,1,0.043873135
601,-10.217339,7916832838,1,0.13215618
602,-0.17048466,6197279930,1,0.24499908
603,-2.3963742,2674059773,1,0.10554919
604,-14.631454,4632930695,1,0.3225866
605,-10.3672695,7503783099,2,0.45922837
606,10.697276,7759020484,5,0.95003915
607,-12.756904,3702166908,2,0.37948254
608,-5.8562436,6426140535,4,0.81102717
609,-9.298564,10483538478,4,0.7842818
610,-1.8807192,8900741542,1,0.042488135
611,13.975511,8674241172,3,0.8088081
612,-5.695667,4664439023,4,0.6880052
613,-10.524041,6833102950,4,0.82533413
614,-2.76289,8768921684,1,0.06241057
615,-8.187495,8517572560,2,0.51267284
616,2.7895124,4909489455,3,0.7690721
617,8.440929,8822637481,5,0.9641626
618,-6.906205,3284925514,2,0.5411561
619,5.78551,1358509972,2,0.35367498
620,-4.9323378,6090075505,4,0.66769046
621,-12.433542,9179940382,1,0.17491694
622,5.930574,3864695536,4,0.59472686
623,-3.2376134,2800530462,1,0.06364231
624,-6.3557177,9340534264,4,0.6828002
625,-1.82814,10364529522,2,0.37541777
626,7.7348814,7375384657,0,0.6270546
627,-11.811274,7060818405,2,0.27831954
628,9.5998535,6841454338,3,0.7946489
629,-8.262014,2533101915,1,0.15739554
630,-11.210595,9296783872,1,0.19228344
631,4.093637,3306582731,4,0.65298826
632,-0.6960841,7202919952,1,0.063272566
633,-2.8194096,7624305837,2,0.4010867
634,-3.4679399,6190536057,4,0.68972594
635,3.8511488,4366919348,2,0.47001714
636,-1.4484612,3853788849,2,0.5535429
637,-6.340067,9055199266,2,0.4041044
638,-3.5352788,7470321333,1,0.13038841
639,-4.7665915,8915549303,1,0.16499908
640,-8.869911,2286976341,4,0.6542862
641,1.4209644,9557146117,1,0.10898229
642,-1.3139441,10118712452,2,0.35600564
643,-7.0720286,5561929527,1,0.22468765
644,6.7564974,5533229974,2,0.41626054
645,-1.9764807,6303851299,1,0.13638815
646,-7.5254774,10130577961,1,0.17449091
647,-7.510622,10349738852,1,0.10209151
648,-2.3264263,5548916883,1,0.14209412
649,-0.55558866,7729998178,4,0.9657696
650,-8.362919,8299360426,1,0.050327495
651,21.435251,1638832329,0,0.61601496
652,-12.9142885,4903044210,2,0.40400487
653,-14.173653,7368993618,2,0.36378813
654,-1.4821181,7855389475,2,0.6222128
655,0.054071013,1372713896,4,0.8138573
656,-4.539914,6825998230,3,0.4957482
657,-4.280957,5548510101,2,0.35134935
658,2.6477225,5269334433,5,0.9025584
659,2.5999885,9177238765,4,0.62505984
660,-9.296742,6704019196,4,0.82396114
661,-7.176094,6850814910,2,0.3611984
662,-7.9618983,8118336367,2,0.53867716
663,-6.9994044,8017512469,1,0.03687259
664,-0.7375668,4901813870,4,0.7164124
665,-2.153295,7730087966,2,0.30488786
666,2.7412517,5292987380,5,0.88866
667,-4.5844545,4343629357,2,0.54936564
668,5.1214724,9690238416,1,0.18546157
669,11.394257,6733031083,3,0.6914164
