,1,key,labels,0
670,7.7260513,5157617619,2,0.5195559
671,-1.332845,9350356679,2,0.4565178
672,-5.560858,9982603080,2,0.45372927
673,-5.929768,7864865328,1,0.24211963
674,-0.026711633,3598517645,2,0.396814
675,-0.6904733,8811160225,1,0.06183096
676,13.045552,10244142955,0,0.65286076
677,-4.887309,10783442487,2,0.3864979
678,18.0488,6862975729,0,0.6242304
679,4.523476,4992457333,5,0.922611
680,11.197452,8037043307,3,0.72928065
681,18.683277,3597696244,0,0.6341586
682,-2.1104574,5700701651,1,0.24073684
683,-2.4836195,2788480732,2,0.48842943
684,-10.119832,6828624747,4,0.8201332
685,-12.388016,9876906877,2,0.37823838
686,-7.4936357,6970809781,3,0.5765655
687,7.408802,6846300899,4,0.627157
688,-4.7457743,2405189029,2,0.6161483
689,-5.0405755,10356716470,4,0.8326021
690,-6.938705,2000349313,1,0.16700016
691,-13.730091,8909795069,2,0.4562886
692,-7.063493,7748128901,4,0.81824076
693,-9.314301,6827925560,4,0.8302194
694,8.538322,6452630989,3,0.85345966
695,-3.6455312,4223492375,3,0.48330113
696,-9.601808,10139868916,2,0.73720604
697,-1.1842363,9981958141,2,0.3968559
698,10.698008,439257053,3,0.7421098
699,6.632974,1897225819,3,0.5460538
700,1.320949,8300918373,1,0.13300246
701,-11.915407,9708759591,1,0.26986924
702,9.163941,8287004634,5,0.9048547
703,8.979989,3341274550,3,0.77123094
704,2.810982,3959982107,5,0.8716972
705,2.6690037,5556543511,5,0.8552294
706,10.754678,5678143948,5,0.86296
707,-9.807998,2925428486,3,0.7207771
708,-5.163232,7073652874,1,0.16124627
709,-7.8227906,9863437715,1,0.11861592
710,-11.605735,7124238801,2,0.50923944
711,1.2630374,6712587371,4,0.7046162
712,0.2147863,9692733057,2,0.36152646
713,5.6459584,9468213053,3,0.7242394
714,8.897353,6326796503,0,0.5428281
715,6.673347,5530966055,3,0.7489564
716,-11.629189,9839392841,1,0.24800028
717,-6.2424235,7246482601,3,0.7159335
718,-11.109168,5148435233,1,0.24945855
719,4.419546,3962991328,2,0.22422332
720,2.7924562,4392499805,5,0.8356293
721,16.883053,2800523858,0,0.5865084
722,15.505618,8772753812,0,0.667611
723,-6.250069,6945133899,2,0.4108406
724,3.1927738,3057833351,1,0.13823527
725,-1.7061735,2023238592,1,0.09546659
726,-3.5561087,3074470405,1,0.19072373
727,-5.48588,7253317598,1,0.12189344
728,1.1361167,7248179493,4,0.59679824
729,2.3265855,9347324525,1,0.35347137
730,4.4706054,2421811050,3,0.53374946
731,-8.088539,3196111334,1,0.10498794
732,1.7955523,4892870843,3,0.798208
733,2.4628448,4495974267,2,0.47104046
734,13.532337,7740741881,3,0.94462645
735,-0.32547447,4876528340,1,0.13852772
736,-5.711568,5033502384,1,0.18056801
737,-5.3218923,5961055629,2,0.64666766
738,-1.3581208,7222820814,4,0.98416424
739,-8.938037,7203478293,1,0.2435476
740,12.846249,9189360570,3,0.7398586
741,4.5667624,9716290838,2,0.5716028
742,0.93216634,5961105257,4,0.7220631
743,15.608947,8954999822,3,0.82285994
744,-3.6310937,3569736622,3,0.5531461
745,-0.046160158,2270958283,2,0.57370526
746,-0.6326544,6699863233,2,0.42746076
747,-6.981129,4893802122,2,0.5188393
748,-9.796431,5947717149,1,0.19655521
749,-3.5411198,10660644429,2,0.4492186
750,3.2298856,2266449226,5,0.85921746
751,11.280677,7741327597,0,0.42778355
752,11.117122,10355445387,5,0.9501334
753,8.3885975,6459914248,5,0.8740754
754,-4.2485824,7360347571,3,0.8786716
755,-8.156796,9191850334,4,0.86637396
756,18.502138,10780257788,0,0.65102535
757,-6.4137125,6679558349,1,0.17394117
758,-4.784367,6990584691,4,0.7196674
759,3.3269813,9435722392,2,0.39799148
760,-3.756535,10624448854,1,0.15866886
761,4.539772,3076287773,5,0.8961664
762,12.440032,6860494273,3,0.68288445
763,-0.08586907,1112917089,2,0.26594752
764,-10.048676,9315457559,4,0.79554
765,-0.74322003,9481059366,2,0.50775045
766,-5.178423,1741785948,1,0.014780298
767,-6.448597,9046133659,2,0.47130948
768,-6.796148,8157287981,4,0.6491491
769,9.586941,8262148804,2,0.4008538
770,-9.687919,10244256469,1,0.21626966
771,0.73886776,6842479205,4,0.76857156
772,11.145387,6053800511,3,0.8184219
773,14.219035,4650954893,3,0.74213064
774,-10.18872,10632844100,1,0.32874015
775,13.569612,2777007005,0,0.5589065
776,1.3246648,5143642924,4,0.78530896
777,18.29236,9076538802,0,0.682673
778,-10.118831,5923538229,2,0.5864164
779,4.9436784,3578625830,5,0.8894906
780,0.8232193,8522688976,5,0.96450245
781,-3.2845967,6678915277,1,0.15684035
782,4.467769,7237591920,5,0.8892416
783,-2.5161734,5009929310,4,0.7177389
784,5.200341,7774386448,2,0.46402362
785,11.472323,10381065225,3,0.7603303
786,-5.3377495,2136550265,2,0.38117734
787,-3.7121682,9703043969,1,0.052402575
788,-8.751808,7503674645,2,0.41010058
789,13.293565,8126551558,0,0.622001
790,-2.3249905,5573496293,2,0.41328117
791,4.0935483,5382614646,3,0.5479142
792,-9.820258,5268065243,3,0.7190901
793,20.91168,5154833031,0,0.6291305
794,10.349586,8430509633,3,0.69414276
795,1.2205628,5967621409,2,0.33227417
796,-6.4478984,3962561497,1,0.30211592
797,-8.847026,4479890042,1,0.2257896
798,-1.833898,5163956476,1,0.17312752
799,-1.9670173,1855671440,1,0.27040374
